id,Name,Manufacturer,Fan RPM,Noise Level,Color,Height,Water Cooled,Fanless,Price,Url
157,ARCTIC Liquid Freezer II 360 RGB 48.8 CFM Liquid CPU Cooler (ACFRE00100A),ARCTIC,200 - 1800 RPM,22.5 dB,Black,,Yes - 360 mm,No,€119.90,https://fi.pcpartpicker.com/product/RXWzK8/arctic-liquid-freezer-ii-360-rgb-488-cfm-liquid-cpu-cooler-acfre00100a
158,ARCTIC Freezer A35 A-RGB CPU Cooler (ACFRE00115A),ARCTIC,200 - 1700 RPM,,Black,158 mm,No,No,€39.90,https://fi.pcpartpicker.com/product/v9XJ7P/arctic-freezer-a35-a-rgb-cpu-cooler-acfre00115a
159,Deepcool Castle 360 RGB V2 69.34 CFM Liquid CPU Cooler (DP-GS-H12AR-CSL360V2),Deepcool,500 - 1800 RPM,30 dB,Black,,Yes - 360 mm,No,€94.90,https://fi.pcpartpicker.com/product/2G6qqs/deepcool-castle-360-rgb-v2-6934-cfm-liquid-cpu-cooler-dp-gs-h12ar-csl360v2
160,Phanteks Glacier One 360MPH 60.51 CFM Liquid CPU Cooler (PH-GO360MPH_DWT01),Phanteks,500 - 2200 RPM,18 - 34.2 dB,White,,Yes - 360 mm,No,€199.00,https://fi.pcpartpicker.com/product/p66p99/phanteks-glacier-one-360mph-6051-cfm-liquid-cpu-cooler-ph-go360mph_dwt01
161,Scythe Ninja 5 43.03 CFM CPU Cooler (SCNJ-5000),Scythe,300 - 800 RPM,4 - 14.5 dB,Black,155 mm,No,No,€56.90,https://fi.pcpartpicker.com/product/dZ3H99/scythe-ninja-5-4303-cfm-cpu-cooler-scnj-5000
162,MSI MPG CORELIQUID K240 77.4 CFM Liquid CPU Cooler (MPG CoreLiquid K240),MSI,,0 - 39.9 dB,Black,,Yes - 240 mm,No,€169.90,https://fi.pcpartpicker.com/product/Pp8bt6/msi-mpg-coreliquid-k240-774-cfm-liquid-cpu-cooler-mpg-coreliquid-k240
163,Intel BXTS15A CPU Cooler (BXTS15A),Intel,1000 - 3850 RPM,,,90 mm,No,No,€39.00,https://fi.pcpartpicker.com/product/YykwrH/intel-cpu-cooler-bxts15a
164,Phanteks Glacier One 240MPH 60.51 CFM Liquid CPU Cooler (PH-GO240MPH_DWT01),Phanteks,500 - 2200 RPM,18 - 34.2 dB,White / Black,,Yes - 240 mm,No,€158.90,https://fi.pcpartpicker.com/product/4d4BD3/phanteks-glacier-one-240mph-6051-cfm-liquid-cpu-cooler-ph-go240mph_dwt01
165,Antec A40PRO 36 CFM CPU Cooler (A40PRO),Antec,800 - 2200 RPM,16 - 23 dB,,136 mm,No,No,€27.90,https://fi.pcpartpicker.com/product/NF2rxr/antec-a40pro-36-cfm-cpu-cooler-a40pro
166,Antec A40PRO 36 CFM CPU Cooler (A40PRO),Antec,800 - 2200 RPM,16 - 23 dB,,136 mm,No,No,€27.90,https://fi.pcpartpicker.com/product/NF2rxr/antec-a40pro-36-cfm-cpu-cooler-a40pro
167,Noctua NH-U9DXi4 37.8 CFM CPU Cooler (NH-U9DXi4),Noctua,300 - 1600 RPM,13.1 - 17.6 dB,,125 mm,No,No,€63.90,https://fi.pcpartpicker.com/product/hsw323/noctua-cpu-cooler-nhu9dxi4
168,Cooler Master Wraith Ripper 76.4 CFM CPU Cooler (MAM-D7PN-DWRPS-T1),Cooler Master,,0 - 38 dB,Black,160 mm,No,No,€129.90,https://fi.pcpartpicker.com/product/6rhKHx/cooler-master-wraith-ripper-764-cfm-cpu-cooler-mam-d7pn-dwrps-t1
169,ARCTIC Liquid Freezer II 420 RGB 68.9 CFM Liquid CPU Cooler (ACFRE00110A),ARCTIC,200 - 1900 RPM,22.5 dB,Black,,Yes - 420 mm,No,€128.00,https://fi.pcpartpicker.com/product/mhZ9TW/arctic-liquid-freezer-ii-420-rgb-689-cfm-liquid-cpu-cooler-acfre00110a
170,Antec A30 36 CFM CPU Cooler (A30),Antec,1750 RPM,20 dB,,123 mm,No,No,€19.90,https://fi.pcpartpicker.com/product/nJrcCJ/antec-a30-360-cfm-cpu-cooler-a30
171,Noctua NH-U12S SE-AM4 CPU Cooler (NH-U12S SE-AM4),Noctua,300 - 1500 RPM,18.6 - 22.4 dB,,158 mm,No,No,€65.90,https://fi.pcpartpicker.com/product/7dTrxr/noctua-nh-u12s-se-am4-cpu-cooler-nh-u12s-se-am4
172,Cooler Master Hyper TX3 Evo 43.1 CFM CPU Cooler (RR-TX3E-22PK-R1),Cooler Master,800 - 2200 RPM,,,136 mm,No,No,€29.90,https://fi.pcpartpicker.com/product/vptCmG/cooler-master-cpu-cooler-rrtx3e22pkr1
173,CRYORIG M9i 48.4 CFM CPU Cooler (M9i),CRYORIG,600 - 2200 RPM,26.4 dB,,125 mm,No,No,€34.90,https://fi.pcpartpicker.com/product/LPVBD3/cryorig-m9i-484-cfm-cpu-cooler-m9i
174,Cooler Master MasterLiquid ML120R RGB 66.7 CFM Liquid CPU Cooler (MLX-D12M-A20PC-R1),Cooler Master,650 - 2000 RPM,6 - 30 dB,,,Yes - 120 mm,No,€117.90,https://fi.pcpartpicker.com/product/7tQG3C/cooler-master-masterliquid-ml120r-rgb-667-cfm-liquid-cpu-cooler-mlx-d12m-a20pc-r1
175,be quiet! Silent Loop 2 240 73.33 CFM Liquid CPU Cooler (BW010),be quiet!,2200 RPM,16.8 - 38.3 dB,Black,,Yes - 240 mm,No,€129.90,https://fi.pcpartpicker.com/product/4cqPxr/be-quiet-silent-loop-2-240-7333-cfm-liquid-cpu-cooler-bw010
176,ARCTIC Liquid Freezer II 240 RGB 48.8 CFM Liquid CPU Cooler (ACFRE00099A),ARCTIC,200 - 1800 RPM,22.5 dB,Black,,Yes - 240 mm,No,€104.90,https://fi.pcpartpicker.com/product/FnKKHx/arctic-liquid-freezer-ii-240-rgb-488-cfm-liquid-cpu-cooler-acfre00099a
177,be quiet! Pure Loop 120 Liquid CPU Cooler (BW005),be quiet!,,18.9 - 36.1 dB,Black,,Yes - 120 mm,No,€88.90,https://fi.pcpartpicker.com/product/ZkhmP6/be-quiet-pure-loop-120-liquid-cpu-cooler-bw005
178,Cooler Master MasterLiquid PL360 FLUX 72.37 CFM Liquid CPU Cooler (MLY-D36M-A23PZ-R1),Cooler Master,,32 dB,Black,,Yes - 360 mm,No,€176.90,https://fi.pcpartpicker.com/product/WxC48d/cooler-master-masterliquid-pl360-flux-7237-cfm-liquid-cpu-cooler-mly-d36m-a23pz-r1
179,Noctua NH-D15 SE-AM4 82.52 CFM CPU Cooler (NH-D15 SE-AM4),Noctua,1200 - 1500 RPM,19.2 - 24.6 dB,,165 mm,No,No,€92.90,https://fi.pcpartpicker.com/product/shNypg/noctua-nh-d15-se-am4-8252-cfm-cpu-cooler-nh-d15-se-am4
180,ARCTIC Liquid Freezer II 280 RGB 68.9 CFM Liquid CPU Cooler (ACFRE00108A),ARCTIC,200 - 1900 RPM,22.5 dB,Black,,Yes - 280 mm,No,€102.90,https://fi.pcpartpicker.com/product/VQxRsY/arctic-liquid-freezer-ii-280-rgb-689-cfm-liquid-cpu-cooler-acfre00108a
181,ARCTIC Liquid Freezer II 360 RGB 48.8 CFM Liquid CPU Cooler (ACFRE00097A),ARCTIC,200 - 1800 RPM,22.5 dB,Black / Gray,,Yes - 360 mm,No,€112.90,https://fi.pcpartpicker.com/product/sg3gXL/arctic-liquid-freezer-ii-360-rgb-488-cfm-liquid-cpu-cooler-acfre00097a
182,Phanteks Glacier One 360MP 60.51 CFM Liquid CPU Cooler (PH-GO360MP_DBK01),Phanteks,500 - 2200 RPM,18 - 34.2 dB,Black / White,,Yes - 360 mm,No,€164.90,https://fi.pcpartpicker.com/product/NPtKHx/phanteks-glacier-one-360mp-6051-cfm-liquid-cpu-cooler-ph-go360mp_dbk01
183,ARCTIC Freezer A13 X CPU Cooler (ACFRE00083A),ARCTIC,300 - 2000 RPM,,Black / White,137 mm,No,No,€24.90,https://fi.pcpartpicker.com/product/jPdrxr/arctic-freezer-a13-x-cpu-cooler-acfre00083a
184,Cooler Master Hyper H411R 34.1 CFM CPU Cooler (RR-H411-20PW-R1),Cooler Master,600 - 2000 RPM,29.4 dB,Black / Silver,136 mm,No,No,€34.90,https://fi.pcpartpicker.com/product/8hx2FT/cooler-master-hyper-h411r-341-cfm-cpu-cooler-rr-h411-20pw-r1
185,Aerocool Cylon 4 52.5 CFM CPU Cooler (ACTC-CL30410.01),Aerocool,800 - 1800 RPM,14 - 26 dB,Black,155 mm,No,No,€37.90,https://fi.pcpartpicker.com/product/gxVG3C/aerocool-cylon-4-525-cfm-cpu-cooler-actc-cl3041001
186,Scythe Big Shuriken 3 50.79 CFM CPU Cooler (SCBSK-3000),Scythe,300 - 1800 RPM,2.7 - 30.4 dB,Black / Silver,69 mm,No,No,€47.90,https://fi.pcpartpicker.com/product/DKfhP6/scythe-big-shuriken-3-5079-cfm-cpu-cooler-scbsk-3000
187,Fractal Design Lumen S24 56 CFM Liquid CPU Cooler (FD-W-L1-S2401),Fractal Design,500 - 2000 RPM,10 - 33.2 dB,Black,,Yes - 240 mm,No,€116.90,https://fi.pcpartpicker.com/product/fy8bt6/fractal-design-lumen-s24-56-cfm-liquid-cpu-cooler-fd-w-l1-s2401
188,Noctua NH-L9x65 SE-AM4 CPU Cooler (NH-L9x65 SE-AM4),Noctua,600 - 2500 RPM,14.8 - 23.6 dB,,65 mm,No,No,€52.90,https://fi.pcpartpicker.com/product/VHtWGX/noctua-nh-l9x65-se-am4-cpu-cooler-nh-l9x65-se-am4
189,Cooler Master MasterLiquid PL240 FLUX 72.37 CFM Liquid CPU Cooler (MLY-D24M-A23PZ-R1),Cooler Master,,32 dB,Black,,Yes - 240 mm,No,€154.90,https://fi.pcpartpicker.com/product/bqXJ7P/cooler-master-masterliquid-pl240-flux-7237-cfm-liquid-cpu-cooler-mly-d24m-a23pz-r1
190,Razer Hanbo Chroma Liquid CPU Cooler (RC21-01770100-R3M1),Razer,,,Black,,Yes - 240 mm,No,€179.90,https://fi.pcpartpicker.com/product/L9pzK8/razer-hanbo-chroma-liquid-cpu-cooler-rc21-01770100-r3m1
191,Phanteks Glacier One 360MPH 60.51 CFM Liquid CPU Cooler (PH-GO360MPH_DBK01),Phanteks,500 - 2200 RPM,18 - 34.2 dB,Black,,Yes - 360 mm,No,€199.00,https://fi.pcpartpicker.com/product/C7ddnQ/phanteks-glacier-one-360mph-6051-cfm-liquid-cpu-cooler-ph-go360mph_dbk01
192,be quiet! Silent Loop 2 280 77.57 CFM Liquid CPU Cooler (BW011),be quiet!,1600 RPM,16.5 - 36.1 dB,Black,,Yes - 280 mm,No,€141.90,https://fi.pcpartpicker.com/product/fQqPxr/be-quiet-silent-loop-2-280-7757-cfm-liquid-cpu-cooler-bw011
193,Fractal Design Lumen S36 56 CFM Liquid CPU Cooler (FD-W-L1-S3601),Fractal Design,500 - 2000 RPM,10 - 33.2 dB,Black,,Yes - 360 mm,No,€139.90,https://fi.pcpartpicker.com/product/XkqPxr/fractal-design-lumen-s36-56-cfm-liquid-cpu-cooler-fd-w-l1-s3601
194,Fractal Design Celsius+ S28 Prisma PWM ARGB 103.9 CFM Liquid CPU Cooler (FD-W-2-S2802),Fractal Design,500 - 1700 RPM,34.1 dB,Black,,Yes - 280 mm,No,€179.90,https://fi.pcpartpicker.com/product/yjsnTW/fractal-design-celsius-s28-prisma-pwm-argb-1039-cfm-liquid-cpu-cooler-fd-w-2-s2802
195,Fractal Design Celsius+ S36 Prisma PWM ARGB 85.71 CFM Liquid CPU Cooler (FD-W-2-S3602),Fractal Design,500 - 2000 RPM,32.7 dB,Black,,Yes - 360 mm,No,€213.00,https://fi.pcpartpicker.com/product/d3jNnQ/fractal-design-celsius-s36-prisma-pwm-argb-8571-cfm-liquid-cpu-cooler-fd-w-2-s3602
196,be quiet! Shadow Rock Slim 2 CPU Cooler (BK032),be quiet!,1400 RPM,11.5 - 23.7 dB,Black,161 mm,No,No,€52.00,https://fi.pcpartpicker.com/product/JNgFf7/be-quiet-shadow-rock-slim-2-cpu-cooler-bk032
197,Silverstone Krypton KR02 56.1 CFM CPU Cooler (SST-KR02),Silverstone,800 - 2800 RPM,13.6 - 34.8 dB,Black / Silver,125 mm,No,No,€20.90,https://fi.pcpartpicker.com/product/YVdxFT/silverstone-krypton-kr02-561-cfm-cpu-cooler-sst-kr02
198,ARCTIC Freezer 50 CPU Cooler (ACFRE00065A),ARCTIC,200 - 1800 RPM,,Black,166 mm,No,No,€54.90,https://fi.pcpartpicker.com/product/HtzFf7/arctic-freezer-50-cpu-cooler-acfre00065a
199,CRYORIG H7 Quad Lumi 49 CFM CPU Cooler (H7 Quad Lumi),CRYORIG,330 - 1600 RPM,10 - 25 dB,,145 mm,No,No,€59.90,https://fi.pcpartpicker.com/product/bHcMnQ/cryorig-h7-quad-lumi-49-cfm-cpu-cooler-h7-quad-lumi
200,Fractal Design Lumen S28 78 CFM Liquid CPU Cooler (FD-W-L1-S2801),Fractal Design,500 - 1700 RPM,10 - 35.5 dB,Black,,Yes - 280 mm,No,€129.90,https://fi.pcpartpicker.com/product/n62WGX/fractal-design-lumen-s28-78-cfm-liquid-cpu-cooler-fd-w-l1-s2801
201,ARCTIC Freezer A13 X CO CPU Cooler (ACFRE00084A),ARCTIC,300 - 2000 RPM,,Black / White,137 mm,No,No,€25.90,https://fi.pcpartpicker.com/product/zbzFf7/arctic-freezer-a13-x-co-cpu-cooler-acfre00084a
202,Deepcool GAMMAXX 300 55.5 CFM CPU Cooler (GAMMAXX 300),Deepcool,900 - 1600 RPM,17.8 - 21 dB,,144 mm,No,No,€19.90,https://fi.pcpartpicker.com/product/JHV48d/deepcool-cpu-cooler-gammaxx300
203,be quiet! Dark Rock TF 67.8 CFM Fluid Dynamic Bearing CPU Cooler (BK020),be quiet!,1400 RPM,11.9 - 26.7 dB,,131 mm,No,No,€86.90,https://fi.pcpartpicker.com/product/Y27CmG/be-quiet-cpu-cooler-bk020
204,Noctua NH-U12DXi4 55 CFM CPU Cooler (NH-U12DXi4),Noctua,300 - 1500 RPM,18.6 - 22.4 dB,,158 mm,No,No,€66.90,https://fi.pcpartpicker.com/product/XXK7YJ/noctua-nh-u12dxi4-55-cfm-cpu-cooler-nh-u12dxi4
205,Thermaltake UX200 ARGB 43.34 CFM CPU Cooler (CL-P065-AL12SW-A),Thermaltake,300 - 1500 RPM,26.33 dB,Black,154 mm,No,No,€45.20,https://fi.pcpartpicker.com/product/yLsnTW/thermaltake-ux200-argb-4334-cfm-cpu-cooler-cl-p065-al12sw-a
206,CRYORIG C7 40.5 CFM CPU Cooler (C7),CRYORIG,600 - 2500 RPM,30 dB,,47 mm,No,No,€37.90,https://fi.pcpartpicker.com/product/Lbhj4D/cryorig-c7-405-cfm-cpu-cooler-c7
207,Scythe Mugen 5 PCGH Edition 43.03 CFM CPU Cooler (SCMG-5PCGH),Scythe,300 - 800 RPM,4 - 14.5 dB,Silver / Black,155 mm,No,No,€56.90,https://fi.pcpartpicker.com/product/tWfhP6/scythe-mugen-5-pcgh-edition-4303-cfm-cpu-cooler-scmg-5pcgh
208,Thermaltake Floe Riing RGB 360 TT Premium Edition 42.34 CFM Liquid CPU Cooler (CL-W158-PL12SW-A),Thermaltake,500 - 1400 RPM,19.8 - 24.7 dB,,,Yes - 360 mm,No,€228.90,https://fi.pcpartpicker.com/product/CVJkcf/thermaltake-floe-riing-rgb-360-tt-premium-edition-423-cfm-liquid-cpu-cooler-cl-w158-pl12sw-a
209,Phanteks Glacier One 280MP 93.05 CFM Liquid CPU Cooler (PH-GO280MP_DBK01),Phanteks,500 - 2000 RPM,18 - 39.1 dB,Black / White,,Yes - 280 mm,No,€139.90,https://fi.pcpartpicker.com/product/nLvqqs/phanteks-glacier-one-280mp-9305-cfm-liquid-cpu-cooler-ph-go280mp_dbk01
210,CRYORIG C7 Cu 40.5 CFM CPU Cooler (CR-C7B),CRYORIG,600 - 2500 RPM,30 dB,White / Orange,47 mm,No,No,€56.90,https://fi.pcpartpicker.com/product/V9ndnQ/cryorig-c7-cu-405-cfm-cpu-cooler-cr-c7b
211,Fractal Design Celsius+ S24 Dynamic X2 PWM 87.6 CFM Liquid CPU Cooler (FD-W-2-S2401),Fractal Design,500 - 2000 RPM,32.2 dB,Black,,Yes - 240 mm,No,€142.00,https://fi.pcpartpicker.com/product/CGtKHx/fractal-design-celsius-s24-dynamic-x2-pwm-876-cfm-liquid-cpu-cooler-fd-w-2-s2401
212,RAIJINTEK JUNO PRO RBW 35.8 CFM CPU Cooler (0R10B00120),RAIJINTEK,400 - 1800 RPM,28 dB,Black,66 mm,No,No,€14.90,https://fi.pcpartpicker.com/product/T6MTwP/raijintek-juno-pro-rbw-358-cfm-cpu-cooler-0r10b00120
213,Fractal Design Celsius+ S24 Prisma PWM ARGB 85.71 CFM Liquid CPU Cooler (FD-W-2-S2402),Fractal Design,500 - 2000 RPM,32.7 dB,Black,,Yes - 240 mm,No,€159.90,https://fi.pcpartpicker.com/product/cJqBD3/fractal-design-celsius-s24-prisma-pwm-argb-8571-cfm-liquid-cpu-cooler-fd-w-2-s2402
214,ARCTIC Freezer 50 TR CPU Cooler (ACFRE00055A),ARCTIC,200 - 1800 RPM,23.5 dB,Black,165 mm,No,No,€62.90,https://fi.pcpartpicker.com/product/Xg3mP6/arctic-freezer-50-tr-cpu-cooler-acfre00055a
215,Asus ROG RYUO 120 RGB 80.95 CFM Liquid CPU Cooler (ROG RYUO 120),Asus,800 - 2500 RPM,37 dB,Black,,Yes - 120 mm,No,€141.00,https://fi.pcpartpicker.com/product/DYzkcf/asus-rog-ryuo-120-810-cfm-liquid-cpu-cooler-rog-ryuo-120
216,Fractal Design Celsius+ S36 Dynamic X2 PWM 87.6 CFM Liquid CPU Cooler (FD-W-2-S3601),Fractal Design,500 - 2000 RPM,32.2 dB,Black,,Yes - 360 mm,No,€179.90,https://fi.pcpartpicker.com/product/ywH8TW/fractal-design-celsius-s36-dynamic-x2-pwm-876-cfm-liquid-cpu-cooler-fd-w-2-s3601
217,Cooler Master MasterLiquid ML360P Silver Edition ARGB 45 CFM Liquid CPU Cooler (MLY-D36M-A18PA-R1),Cooler Master,650 - 1800 RPM,8 - 30 dB,Silver / Black,,Yes - 360 mm,No,€209.90,https://fi.pcpartpicker.com/product/ZBcRsY/cooler-master-masterliquid-ml360p-silver-edition-argb-45-cfm-liquid-cpu-cooler-mly-d36m-a18pa-r1
218,Fractal Design Celsius S36 Blackout 87.6 CFM Liquid CPU Cooler (FD-WCU-CELSIUS-S36-BKO),Fractal Design,500 - 2000 RPM,32.2 dB,Black,,Yes - 360 mm,No,€159.00,https://fi.pcpartpicker.com/product/cmPgXL/fractal-design-celsius-s36-blackout-876-cfm-liquid-cpu-cooler-fd-wcu-celsius-s36-bko
219,Scythe Kotetsu Mark II 51.17 CFM CPU Cooler (SCKTT-2000),Scythe,300 - 1200 RPM,4 - 24.9 dB,,154 mm,No,No,€35.90,https://fi.pcpartpicker.com/product/sM66Mp/scythe-kotetsu-mark-ii-5117-cfm-cpu-cooler-scktt-2000
220,Fractal Design Celsius S24 Blackout 87.6 CFM Liquid CPU Cooler (FD-WCU-CELSIUS-S24-BKO),Fractal Design,500 - 2000 RPM,32.2 dB,Black,,Yes - 240 mm,No,€135.00,https://fi.pcpartpicker.com/product/CttKHx/fractal-design-celsius-s24-blackout-876-cfm-liquid-cpu-cooler-fd-wcu-celsius-s24-bko
221,Asus ROG Strix LC 360 80.95 CFM Liquid CPU Cooler (ROG Strix LC 360),Asus,800 - 2500 RPM,37.6 dB,Black,,Yes - 360 mm,No,€204.90,https://fi.pcpartpicker.com/product/zqbCmG/asus-rog-strix-lc-360-8095-cfm-liquid-cpu-cooler-rog-strix-lc-360
222,Phanteks Glacier One 280MPH 93.05 CFM Liquid CPU Cooler (PH-GO280MPH_DBK01),Phanteks,500 - 2200 RPM,18 - 39.1 dB,Black,,Yes - 280 mm,No,€174.90,https://fi.pcpartpicker.com/product/DPcG3C/phanteks-glacier-one-280mph-9305-cfm-liquid-cpu-cooler-ph-go280mph_dbk01
223,be quiet! Shadow Rock TF 2 CPU Cooler (BK003),be quiet!,1400 RPM,11.9 - 24.4 dB,Silver / Black,112 mm,No,No,€64.90,https://fi.pcpartpicker.com/product/KtyV3C/be-quiet-shadow-rock-tf-2-cpu-cooler-bk003
224,CRYORIG M9a 48.4 CFM CPU Cooler (M9a),CRYORIG,600 - 2200 RPM,26.4 dB,,125 mm,No,No,€34.90,https://fi.pcpartpicker.com/product/Gqp323/cryorig-cpu-cooler-m9a
225,Asus ROG Ryujin 240 RGB AIO 121.8 CFM Liquid CPU Cooler (90RC0030-M0UAY0),Asus,450 - 2000 RPM,29.7 dB,Black,,Yes - 240 mm,No,€189.90,https://fi.pcpartpicker.com/product/MxqhP6/asus-rog-ryujin-240-rgb-aio-1218-cfm-liquid-cpu-cooler-90rc0030-m0uay0
226,Corsair iCUE H115i RGB ELITE 89 CFM Liquid CPU Cooler (CW-9060059-WW),Corsair,400 - 1600 RPM,19 - 35.8 dB,Black,,Yes - 280 mm,No,€181.90,https://fi.pcpartpicker.com/product/ypvdnQ/corsair-icue-h115i-rgb-elite-89-cfm-liquid-cpu-cooler-cw-9060059-ww
227,Alpenföhn Glacier Water High Speed 360 77.9 CFM Liquid CPU Cooler (84000000195),Alpenföhn,500 - 2200 RPM,36.8 dB,White,,Yes - 360 mm,No,€204.90,https://fi.pcpartpicker.com/product/8LcG3C/alpenfohn-glacier-water-high-speed-360-779-cfm-liquid-cpu-cooler-84000000195
228,Alpenföhn BEN NEVIS 56 CFM CPU Cooler (84000000119),Alpenföhn,400 - 1600 RPM,8 - 20.2 dB,,140 mm,No,No,€26.90,https://fi.pcpartpicker.com/product/kPDzK8/alpenfohn-ben-nevis-560-cfm-cpu-cooler-84000000119
229,Alphacool Eisbaer Aurora 420 41.8 CFM Liquid CPU Cooler (11731),Alphacool,600 - 1500 RPM,,Black,,Yes - 420 mm,No,€174.90,https://fi.pcpartpicker.com/product/2dzFf7/alphacool-eisbaer-aurora-420-418-cfm-liquid-cpu-cooler-11731
230,CRYORIG R1 Ultimate 76 CFM CPU Cooler (CR-R1A),CRYORIG,700 - 1300 RPM,23 dB,,169 mm,No,No,€85.90,https://fi.pcpartpicker.com/product/xFw323/cryorig-r1-ultimate-76-cfm-cpu-cooler-cr-r1a
231,Asus ROG RYUO 240 RGB 80.95 CFM Liquid CPU Cooler (ROG RYUO 240),Asus,800 - 2500 RPM,37 dB,Black,,Yes - 240 mm,No,€169.90,https://fi.pcpartpicker.com/product/wW8j4D/asus-rog-ryuo-240-810-cfm-liquid-cpu-cooler-rog-ryuo-240
232,Phanteks Glacier One 240MPH 60.51 CFM Liquid CPU Cooler (PH-GO240MPH_DBK01),Phanteks,500 - 2200 RPM,18 - 34.2 dB,Black,,Yes - 240 mm,No,€164.90,https://fi.pcpartpicker.com/product/wLYmP6/phanteks-glacier-one-240mph-6051-cfm-liquid-cpu-cooler-ph-go240mph_dbk01
233,Fractal Design Celsius+ S28 Dynamic X2 PWM 85.71 CFM Liquid CPU Cooler (FD-W-2-S2801),Fractal Design,500 - 1700 RPM,32.7 dB,Black,,Yes - 280 mm,No,€159.90,https://fi.pcpartpicker.com/product/s9XYcf/fractal-design-celsius-s28-dynamic-x2-pwm-8571-cfm-liquid-cpu-cooler-fd-w-2-s2801
234,Noctua NH-U12S TR4-SP3 54.97 CFM CPU Cooler (NH-U12S TR4-SP3),Noctua,300 - 1500 RPM,18.6 - 22.4 dB,,158 mm,No,No,€67.90,https://fi.pcpartpicker.com/product/NDtWGX/noctua-nh-u12s-tr4-sp3-934-cfm-cpu-cooler-nh-u12s-tr4-sp3
235,Phanteks Glacier One 240 T30 101 CFM Liquid CPU Cooler (PH-GO240T30_DAG),Phanteks,1200 - 3000 RPM,11.1 - 39.7 dB,Gray,,Yes - 240 mm,No,€174.90,https://fi.pcpartpicker.com/product/XWqPxr/phanteks-glacier-one-240-t30-101-cfm-liquid-cpu-cooler-ph-go240t30_dag
236,Silverstone AR06 40.2 CFM CPU Cooler (AR06),Silverstone,2500 RPM,20 - 28.3 dB,,58 mm,No,No,€37.90,https://fi.pcpartpicker.com/product/sV38TW/silverstone-cpu-cooler-ar06
